Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership
Inference Labs,-1,-1,"Bengaluru, India",-1,"Employment: Full time.

Role: Data Scientist

Job Summary

We are looking for experienced data scientists with strong advanced analysis and machine learning model development experience. Data scientists will be working with a team of technical experts on the development of a scalable, real-time, big data analytics solutions with data visualizations leveraging the latest technologies. The ideal candidate will have a proven track record of solving large, complex big data challenges and developing machine learning models to address emerging cybersecurity requirements. Responsibilities will include the analysis of the data to uncover useful and valuable information and finally supporting the engineering team to build the results into the end product. You will be working with an experienced team of data scientists and technical experts, and be part of the Security, Risk, and Governance (SR&G) solutions Centers of Excellence (COE). This position is responsible for the design, architecture, development, and implementation of emerging Security and Operations use cases, and partner with R&D engineers to productize the same to support go-to-market initiatives.

Responsibilities and Duties
Collaborate with a multi-disciplinary team of engineers and analysts on a wide range of cybersecurity problems.
Bring analytical rigour and statistical methods to the challenges of measuring quality, improving security products, and understanding the behaviour of end-users, computer systems, and network devices.
Build innovative predictive analytics and data science solutions for a myriad of cybersecurity problems.
Multi-task and work independently
‘Think like an adversary’
Identify and articulate risks and remediation in a relevant and approachable manner with both technical and non-technical audiences.
Identifies data sources, collects, transforms and prepares large amounts of data for analysis. May also develop tools to help the data collection process as needed.
Uses appropriate methods, tools, and algorithms to analyze the data and create an implementation plan from the business problem.
Validates the results of the data analysis to avoid errors.
Interprets results and identifies value form the analysis to help solve the business problems. Works with the business or customer and provides guidance on risks and limitations.
Monitors and continuously improves the data sources, usability and data
mining results.

Required Experience, Skills and Qualifications Education and Experience
Bachelor’s or Master’s degree in Computer Science, Statistics or similar quantitative field
3-5 years of working experience in machine learning and data science projects;
2-3 years of experience in working with large scale production data sets
Good understanding of the foundations of machine learning methods
Exceptional coding skills in SQL, and Python or R
Excellent communication skills
Knowledge and Skills

Basic Qualification:
Experience with deep learning methods, models and frameworks
Familiarity with multiple programming and scripting languages (such as Java, Javascript, C/C++, Perl, etc.)
Familiarity with data visualization tools
Experience with passive and active measurement techniques
Experience with applying statistical modelling, machine learning and data mining algorithms to business problems.
A profound understanding of big data systems
Must have:
Background in statistics
Linux System knowledge as user and administrator
Experience with Vertica or other column store databases is a plus
Experience in cybersecurity, network data
Knowledge of networking concepts and devices (Firewalls, Routers, Switches,
and Load Balancers)
Knowledge of network and web related protocols (such as TCP/IP, UDP, IPSEC,
HTTP, HTTPS, DNS, SSH, routing protocols)",DATA SCIENTIST,Bengaluru,-1,Unknown / Non-Applicable,-1,-1,Unknown,Company - Private
"Miles
3.9",-1,2005,"Bergen, Norway",IT Services,"Miles is looking to expand its data science and data engineering team in INDIA!

Here's a quick checklist:
You live in India
Want to work for a fast-growing Silicon Valley Startup
You are passionate about solving challenging problems
You are looking to put your stamp on the product
What you'll need:
Education
Master's/PhD (preferred) or Bachelor's (required) in CS/ML/AI or relevant computational/engineering discipline

Machine Learning/Data Science:
Solid theoretical understanding of ML fundamentals: linear algebra, probability, statistics (as relevant to ML), optimization
Knowledge of different ML techniques and when/how to use them: classification, regression, clustering, outlier detection, dimensionality reduction, etc.
Comfortable manipulating and analyzing complex, high-volume, high-dimensionality data from varying, heterogeneous sources
Experience with messy real-world data - handling missing/incomplete/inaccurate data
Proficient in the Python ML ecosystem: NumPy, Pandas, SciPy, Scikit-Learn
Strong understanding of relational databases like PostgreSQL is a plus

Programming experience:
At least 2+ years of experience writing production-quality Python code
Version control: Git, GitHub/Bitbucket
Experience delivering large-scale deployable projects

Great to have
We deal with large volumes of geospatial data, so experience working with geospatial data at scale is a big plus
Knowledge of Python (Shapely, GeoPandas, Fiona, CartoPy, etc) and/or database (PostGIS) geometry/geospatial tools
Domain experience in building models for location-based services, transportation, scheduling, vehicle routing",Data Scientist,Bengaluru,3.9,Unknown / Non-Applicable,-1,Information Technology,51 to 200 employees,Company - Private
"IQLECT
3.7",-1,2015,"Bengaluru, India",Computer Hardware & Software,"Requirements
Should have good knowledge of statistics and machine learning techniques
Should able able to soft through data and extract the underlying patterns and insights which could be applied to solve the problem or add value
Should have good problem solving skills
Should have working knowledge or experience with tools such as R, Matlab etc
Should be able to convert high level goals into set of use cases or KPIs to be added to the solution to solve customer problem
Should be able to prepare datasets, tune params, select set of attributes etc to ensure the model trained solves the problem in efficient manner

Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques.
Data mining using state-of-the-art methods.
Extending company’s data with third party sources of information when needed.
Enhancing data collection procedures to include information that is relevant for building analytic systems.
Processing, cleansing, and verifying the integrity of data used for analysis.
Doing ad-hoc analysis and presenting results in a clear manner.
Creating automated anomaly detection systems and constant tracking of its performance

Skills and Qualifications
Excellent understanding of machine learning techniques and algorithms, such as Classification, regression, RF, CRF, SVM, Clustering, CNN, Neural network etc...
Experience with common data science toolkits, such as R, Matlab, Python related etc.
Experience with data visualisation tools, such as D3.js, GGplot, etc. to present the observation or solution in simple and consummabale manner on dashboard
Proficiency in using query languages such as R, SQL etc. Experience in Python is plus
Experience with various sdks like mitie, dib, stanford NLP, etc are preferred
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Understand the high level problem and provide set of solutions to solve it using machine learning or otherwise
We’re looking for someone with 5-8 years of experience manipulating data sets and building statistical models, has a Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field",Data Scientist,Bengaluru,3.7,Unknown / Non-Applicable,INR 10K - INR 11K,Information Technology,1 to 50 employees,Company - Private
iqm.com,-1,2014,"New York, NY",Internet,"Min. Exp: 3 years
Ahmedabad, India
Job Role
Skills Required
Personality
Job Role
Develop and refine algorithms for machine learning from large datasets.
Write offline as well as efficient runtime programs for meaning extraction and real-time response systems.
Develop and improve Ad-Targeting based on various criteria like demographics, location, user-interests and many more.
Design and develop techniques for handling real-time budget and campaign updates.
Be open to learning new technologies.
Collaborate with team members in building products.
Skills Required
MS/PhD in Computer Science or other highly quantitative field.
Minimum 8 - 10 yrs of hands on experience in different machine-learning techniques.
Strong expertise in Big-data processing.
(Combination of the technologies you should be familiar with Kafka, Storm, Logstash, ElasticSearch, Hadoop, Spark)
Strong coding skills in at-least one object-oriented programming language (e.g. Java, Python).
Strong problem solving and analytical ability.
Prior 4+ year experience in advertising technology is preferred.
Personality
You want to work in a small, agile team.
You mentor other developers when needed.
You work hard and don’t need much oversight.
You like variety in your projects.
You want to be proud of what you do at your job.
Interested applicants should send their resume and cover letter at career@iqm.com",Data Scientist,Ahmedabad,-1,Unknown / Non-Applicable,INR 457K - INR 497K,Information Technology,1 to 50 employees,Company - Private
"McAfee
3.6","Palo Alto Networks, NortonLifeLock, CrowdStrike",1987,"Santa Clara, CA",Computer Hardware & Software,"Job Title:
Senior Data Scientist and Machine Learning Engineer

Location:
India, Bangalore
Role Overview:


McAfee is looking for an experienced data scientist to work on our next-gen threat assessment platform. You will work with experienced developers, security researchers and data scientists to understand and implement solutions to the problems found in todays fast-changing security landscape. You will also work with development teams in Oregon, UK and India as they maintain and extend our existing classification systems.



Company Overview


From device to cloud, McAfee provides market-leading cybersecurity solutions for both business and consumers. We help businesses orchestrate cyber environments that are truly integrated, where protection, detection, and correction of security threats happen simultaneously. For consumers, McAfee secures your devices against viruses, malware, and other threats, both at home and away. We want to continue to shape the future of cybersecurity by working together to build best in class products and solutions.

About the role:
You will collect and analyse data to spot trends and help us face the challenges of an evolving security landscape.
Design, debug and test complex software in the field of data science.
Manipulate large volumes of data, create new solutions for data collection, usage and malware classification. Work with team members (developers and malware researchers) to develop and review designs and requirements to analyse data and build ML models.
Knowledge of security practises, procedures and capabilities to perform non-repetitive, work. You will report to the Engineering Manager.
About You:
You have the following required skills:
Display understanding of and ability to use programming languages: C++, Python, C#, and SQL. Have a knowledge of security research (malware analysis tools, filetypes), statistics, programming, data mining, machine learning, algorithms and advanced mathematics.
Have ability to think and research creatively. Createstories told by the data and presents them to other scientists.
5+ years experience working in security research, data mining or natural language processing. Use predictive modelling, statistics, Machine Learning, Data Mining, and other data analysis techniques to collect and explore insights from structure and unstructured data .
Develop software, algorithms and applications to apply mathematics to data, perform large-scale experimentation and build data-driven apps to translate data, solve a variety of business problems and ensure strategy. Assist business with casual inferences & observations with finding patterns , relationships in data.
Have understanding of internal business segment (partners).
Typically requires expertise in relational database structures, research methods, machine learning, Cloud-based technologies, Big Data technologies (i.e. Hadoop , HBase, Lucene/Solr), analytics packages (i.e. R, Mahout, Matlab, Octave, Weka), scripting languages (i.e. Python, Perl), programing languages (i.e. Java, C/C++, SQL).
Typically have advanced degree in Computer Science, Mathematics, Machine Learning, Operation Research, and Statistics or equivalent expertise.
Company Benefits and Perks:


We work hard to embrace diversity and inclusion and encourage everyone at McAfee to bring their authentic selves to work every day. We offer a variety of social programs, flexible work hours and family-friendly benefits to all of our employees.
Pension and Retirement Plans
Medical, Dental and Vision Coverage
Paid Time Off
Paid Parental Leave
Support for Community Involvement
We're serious about our commitment to diversity which is why McAfee prohibits discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status.

Job Type:


Experienced Hire

Primary Location:
India, Bangalore

Additional Locations:",Senior Data Scientist and Machine Learning Engineer,Bengaluru,3.6,₹500+ billion (INR),-1,Information Technology,5001 to 10000 employees,Company - Private
"Han Digital Solution
3.6",-1,-1,"Bengaluru, India",Staffing & Outsourcing,"Job Description :
3+ years of experience as a Data Scientist in delivering building complex ML models and delivering key business insights and metrics for financial or product organizations
One or more analytic software tools or languages (e.g., R, Python, Hadoop)
Experience in applied analytics, descriptive statistics, and predictive analytics on industrial datasets
Demonstrated in modeling techniques, Predictive modeling, Supervised learning, Unsupervised learning, Machine Learning, Statistical Modeling
Experienced in working with large data sets, with big data processing tools like MapReduce, Spark, Hive, etc.
Experience with cloud service providers like AWS, GCP, Azure.
Understanding of how to apply predictive and machine learning techniques like logistic regression, random forest, GBM, Neural Nets, SVM etc is required
Additional Responsibilities
Work with business teams to understand the analytical products/platform being used, asks and identify opportunities to re-design using scalable open-source big data technologies
Work with large datasets to investigate key business trends, behaviours, and metrics
Develop, build and train machine learning models using a wide range of machine learning tools
Key Job Attributes :


Data Science
Data Scientist
Machine learning
Python
Hadoop

Educational Qualifications :


B.E/B.Tech

Key Skills :


Machine learning
Statistical modelling
Python
Predictive modeling
Mapreduce
Big data

Contact Details :


Email Id : anbu@handigital.com",Data Scientist,Bengaluru,3.6,Unknown / Non-Applicable,-1,Business Services,51 to 200 employees,Company - Private
"NextNav
3.7",-1,2007,"Sunnyvale, CA",Enterprise Software & Network Solutions,"Position Summary

NextNav is launching a groundbreaking location service for smartphones, IOT, and other devices – an ability to determine floor level altitude service across the country – a capability that does not exist at scale anywhere today! No longer constrained by legacy “flat earth” technologies, applications and users will be able to determine floor-level altitude, which is essential for navigation, user context and relevancy and many other applications that are used indoors.

This position will consist of building tools to aid with alerting of our system, developing real-time metrics of our end-to-end network performance, and calibration quality at all levels. The position will also develop models to aid in our end-to-end system, including calibration and forecasting, as well as applying machine learning and deep learning algorithms.

Responsibilities

·Develop algorithms to further improve the accuracy of NextNav's Z-axis solution.

·Efficiently clean, prune, fix, prepare, process and analyze network and field data.

·Create and develop machine learning algorithms to help aid in positioning and calibration of devices and network.

·Develop strong domain expertise with atmospheric science.

·Interpret data and guide company to maximal benefit.

Desired Skills& Experience

Required:

·Bachelor's degree with 5 years’ experience, orMaster's/PhDin engineering disciplines such as mechanical engineering, electrical engineering, or sciences such as mathematics, statistics, computer science, physics, or another closely related field, with research emphasis on data modelling and analysis.

·Solid foundation in statistics and data processing, including data reduction, regression, automation and visualization.

·Strong scientific coding skills, including proficiency in one or more of the following: Python, R, MatLab, SQL, etc. Expertise with object-oriented languages such as Java or C++ a bonus.

·Familiarity with machine learning and deep learning framework applied to real world problems.

·Ability to work independently and collaboratively across multiple departments, including hardware and software.

·Strong written and oral communication skills, with the ability to communicate clearly and effectively across teams.

Preferred:

·Experience in performing analysis of large data sets by exploiting parallel computing infrastructure.
5 years’ experience with machine learning and deep learning framework, including scikit-learn, Tensor Flow, or PyTorch.
·Experience in providing data support for internal and external engagements for trials and demos.

·Demonstrated experience as a problem solver and a data analyst of a variety of gridded and point weather data.

·Experience with driving projects across all stages, including ideation, testing, and marketing.

·Track record of source code contribution to open source projects.",Data Scientist / Senior Data Scientist,Bengaluru,3.7,₹1 to ₹5 billion (INR),-1,Information Technology,51 to 200 employees,Company - Private
"BDB
3.0",-1,1993,"London, United Kingdom",-1,"Description
BizViz provides a 360 degree view of a business's data, serving any vertical and meeting the demanding needs of all business executives. With a 50+ strong team building the BizViz platform over several years, it is targeted at creating technological solutions that will give our customers the edge they need to succeed.

We strongly believe that our success lies in the success of our customers. We aim to build applications the way they envisioned, keeping each business' unique ideas and requirements in mind. We offer businesses a better alternative to using standard cookie-cutter ERP templates.

Job Summary
Design and execute statistical analysis, modeling, and simulation efforts for clients that lead to actionable decisions affecting operations. Analyze data sets to summarize, identify trends, predict future states, and characterize uncertainty. Author complex written products documenting study results. Apply analytical approaches using statistical programming languages, including Python, SAS, and R. Work closely with teammates from non-mathematical disciplines to ensure that operational strategies are considered in the context of applying statistical theory. Use statistical theory on modeling, simulation, and data analysis to deliver measurable improvements to organizational policies and programs.

Responsibilities
Engage in data mining, algorithm development, statistical analysis, regression, and machine-learning initiatives
As part of ongoing work and interaction with the broader team, identify new opportunities to use modeling and advanced analytics to drive business value
High Proficiency in SQL
Expertise in applied statistics.
Able to translate business objectives into actionable analyses.
Able to communicate findings clearly to both technical and non-technical audiences
Expertise in at least one statistical software package such as SAS or Python and R
Experience with machine learning algorithms and predictive analytics
Natural curiosity to enjoy diving deep into the material to find answers to yet unknown questions.
Demonstrated ability to perform comfortably in a fast-paced work environment
Education, Experience, Skills and Abilities Required for Consideration as a Candidate:
PhD or MSC in a quantitative discipline: Statistics, Applied Mathematics, Operations Research, etc.
3+ years of experience in using statistical and data mining techniques to solve real business problems

Minimum of 3 years of experience in any one of the following:
Machine Learning
Data Mining
Predictive analysis
R & Python or SAS.
Passion for problem-solving, developing creative solutions, and continuous learning.
Experience in at least one of the following domain - Retail, Healthcare & Education.
Location
Bangalore & Hyderabad.",Data Scientist,Bengaluru,3.0,Unknown / Non-Applicable,-1,-1,51 to 200 employees,Company - Private
R3coder,-1,-1,"Ahmedabad, India",-1,"Ahmedabad
Be a part of the movement to revolutionize the in-store customer experience through the loyalty program and the other features we have to offer.We believe in creating memories that will last forever. We want to help businesses develop personal connections with their customers and provide the customers with experiences that they will cherish forever and will keep them coming back.
We’re scrappy, hard-working perfectionists looking for people who can add immediate value to our team. As a member of the founding team of # Loyalty, you will have the opportunity to work across different business verticals in an extremely faced paced environment. You'll play a key role in product development, strategy and other business decision.

Job Description
Machine Learning & Artificial Intelligence are embedded deeply into our products evolution. We are looking for talented individuals to help us build these tools and embed them into our product offering. The exposure and impact on the product will be massive! And select individuals would be offered a full-time or part-time position post the internship, depending on the performance during the same.

What we're looking for:
Experience working with Python and libraries like NumPy, SciPy, Pandas, Scikit-learn, Tensorflow etc.
Experience working with large data-sets (provide links to your work on Github/Kaggle)
Solve complex performance problems and architectural challenges
Passionate about Machine Learning and AI
Strong knowledge of PHP web frameworks {{such as Laravel, CI,}}
Worked on real world recommender / ranking systems
Prior experience working at a startup environment would be great
Other Skills
Python, Machine Learning, Numpy/Scipy/Pandas/Scikit-learn
Should be able to handle a team technically.
Experience
PHP: 1+ years (Preferred)

Contact Us to Apply : (+91) 851 187 8094 info@r3coder.com",Data Scientist,Ahmedabad,-1,Unknown / Non-Applicable,-1,-1,Unknown,Company - Private
"Antuit
4.0",-1,2013,"Chicago, IL",Enterprise Software & Network Solutions,"Antuit.ai is the leader in AI-powered SaaS solutions for Demand Forecasting & Planning, Merchandising and Pricing. We have the industry’s first solution portfolio – powered by Artificial Intelligence and Machine Learning – that can help you digitally transform your Forecasting, Assortment, Pricing, and Personalization solutions. World-class retailers and consumer goods manufacturers leverage antuit.ai solutions, at scale, to drive outsized business results globally with higher sales, margin and sell-through.

Antuit.ai’s executives, comprised of industry leaders from McKinsey, Accenture, IBM, and SAS, and our team of Ph.Ds., data scientists, technologists, and domain experts, are passionate about delivering real value to our clients. Antuit.ai is funded by Goldman Sachs and Zodius Capital.

The Role:
Antuit.ai offers AI products that help CPG and retail companies to plan and operate their business better. The data scientist will play a critical role in ensuring the products are configured to provide the best solution to the users.

Responsibilities:
A key member of the Forecasting and Supply Chain team, this person will facilitate product solutioning and enhance user experience with analytical insights and addressing the problem statements encountered by users. Specific tasks include:
Understand the client’s business including nuances of the products, sales channels, business cycles and levers like promotions, advertising etc.
Ensure completeness, accuracy and quality of data received
Identify anomalies in the business using the data and work with the client to resolve the anomalies
Configure the AI product model to generate the necessary model outputs
Evaluate the accuracy of the model outputs and analyze the output to identify issues in the model
Create and present reports showing model performance, and have an engaging conversation with business stakeholders
Analyze and resolve any ongoing issues with model performance
Qualifications and Skills:
4+ years of experience working with retail or CPG clients
Good understanding of CPG or retail supply chain process. Understanding of Retail/CPG data model is a plus.
4+ years of hands on experience in python and SQL to do exploratory analysis and identify anomalies
Good understanding of regression and/or time series models
Expertise in evaluating model output and identifying model improvement opportunities.
Excellent problem-solving skills
Natural ability to think analytically
The ability to plan work and meet deadlines
Accuracy and attention to detail
Flawless oral and written communication skills
Massive appetite to learn and curiosity to understand the business problem and solutions
Good team player with humility and patience to work with high caliber talent
Information Security Responsibilities
Understand and adhere to Information Security policies, guidelines and procedure, practice them for protection of organizational data and Information System.
Take part in Information Security training and act accordingly while handling information.
Report all suspected security and policy breach to Infosec team or appropriate authority (CISO).
EEOC
Antuit is an at-will, equal opportunity employer. We consider applicants for all positions without regard to race, color, religion, national origin or ancestry, gender identity, sex, age (40+), marital status, disability, veteran status, or any other legally protected status under local, state, or federal law.

To apply, please send your resume or CV to careers@antuit.com",Consultant - Data Science,Bengaluru,4.0,Unknown / Non-Applicable,-1,Information Technology,201 to 500 employees,Company - Private
"Algoscale
3.7",-1,2014,"Noida, India",IT Services,"Position title
Data Scientist
Description
Excellent understanding of machine learning techniques and algorithms
Proficiency with R/ Octave for modeling, Python & Java for production-ready code.
Experience with common data science toolkits, such as R/ Octave for modeling, Python & Java for production-ready code. Excellence in at least one of these is highly desirable.
Experience with data visualization and extracting insights from them.
Proficiency in using query languages such as SQL, Learning in the area of NLP, predictive models & recommendation engines is a big plus
Crunch a large volume of data, observe trends and build scalable & analytical models.
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality
Good knowledge of databases like NoSQL, MongoDB, Postgre, etc.
Perform Exploratory Data Analysis and Statistical Analysis; clearly present the results of an analysis to customers and management.
Experience with AWS, Google Cloud is a plus
Exposure with deep learning algorithms is a big plus
Required Skills
Selecting features, building and optimizing models using machine learning techniques
Data mining using state-of-the-art methods
Extending company’s data with third party sources of information when needed
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance
Adopting new research methodologies including deep learning (CNNs LSTMs) on projects
Job Responsibilities
Bachelors/ Masters in Computer Science or Electronics from tier 1 & 2 colleges
Contacts

careers@algoscale.com",Data Scientist,Noida,3.7,Unknown / Non-Applicable,INR 35K - INR 38K,Information Technology,1 to 50 employees,Company - Private
WeRecruit Talent,-1,-1,-1,-1,"Job Description :
Required competencies:
Phd/MTech/MS or equivalent degree in Computer Science or Mathematics or Statistics
Relevant industry or research experience
Strong knowledge of data mining, machine learning techniques and statistics
Experience with analysis on large scale datasets
Strong problem solving, programming skills and computer science fundamentals
Preferred Skills:
Knowledge of Hadoop and other distributed computing platforms
Experience with tools like Weka, R and other machine learning packages
Location : Bangalore",Data Scientist,Bengaluru,-1,-1,-1,-1,-1,-1
"HR Devi and Associates
4.0",-1,-1,"Lucknow, India",-1,"Bangalore

1.Build program expertise by improving data analytics and establishing the framework for the company's future in data science, machine learning, AI and predictive analytics.
2.Experience in statistical modeling techniques such as linear regression, logistic regression, and GLM.
3.Experience and knowledge with one or more of modern machine learning and statistical modeling techniques, e.g. GLM, GAM, decision trees, random forest, SVM, deep learning, GBM, clustering, Bayesian averaging
4.Experience using predictive analytics, machine learning, and artificial intelligence practices.
Knowledge of dashboarding to create data visualizations and Business Intelligence software.
5.Strong data mining skills with the ability to interpret data for the purposes of drawing business inferences.
6.Expertise in one or more modeling/machine learning languages such as R, Python, etc.
7.Expertise in SQL and databases.
8.Education of colleagues, business partners, and prospects in various areas related to the discipline. Strong ability to communicate technical data and concepts to audiences with varying levels of understanding.
9.Proficiency in Microsoft Office (Excel, Word, PowerPoint).

Experience 5 - 7 Years
Salary 8 Lac To 11 Lac P.A.
Industry IT Software - Others
Qualification B.Sc, B.Tech/B.E
Key Skills Data scientist DATA ANALYTICS

About Company

Company Name

HRDevi Talent Acquisition

About Company An advanced Big Data Platform Management software product to help organizations effectively deploy Big Data features in business processes and decision making. In addition to creating a ‘Centralized Data Platform’ it also provides a centralized framework to enable business, analytics, governance, capabilities, and technology to operate effectively in a shared environment.
Email ID swati5547@gmail.com",Data Scientist,Bengaluru,4.0,Unknown / Non-Applicable,-1,-1,Unknown,Company - Private
"loyalytics consulting
4.2",-1,2015,"Bengaluru, India",IT Services,"Experience required: 2-4 years

We are looking for a passionate Data Scientist to turn data into meaningful information that can help our clients make data informed decisions

Typical responsibilities include end to end execution of advanced data science projects primarily involving applying data mining techniques, doing statistical analysis, and building high quality prediction systems. Youll have access to large B2B and B2C data sets on a robust analytic platform. Customer and account data is enriched with demographics and firmographics, transactional purchase history, Web behavior and cross-channel marketing campaign history. Tools and analytic environment include SAS, Tableau, R/Python and well-managed MPP RDBMS, Hadoop & Hive.

Loyalytics is a startup and our work environment is very conducive to trying and testing out a variety of new things. A high degree of passion, commitment to our customers priorities and willingness to learn new things on the go are some of the qualities that will help individuals succeed at Loyalytics.

Job Description:

· 2-4 years real world experience working as a data scientist

· Hands on experience in statistical modelling software such as R, Python or SAS (optional) along with data visualization tools like Tableau/Power BI

· Good understanding of statistical and predictive modeling concepts.

· Strong expertise in either R or Python

· Excellent analytical thinking, and problem-solving skills.

· Hands on experience in working on data mining and statistical machine learning problems

· In depth understanding of advance ML techniques and algorithms like regression, clustering, decision trees, Neural Networks, Gradient descent, SVM etc

· Experience in project management and handling client communications

· Excellent communication (written/verbal) skills, including logically structuring and delivering presentations.

· Open to learning new methods/techniques in the ever-changing world of analytics. High aptitude to learn quickly, assimilate to new teams and projects, and work well under pressure with appropriate attention to detail.",Data Scientist,Bengaluru,4.2,Unknown / Non-Applicable,-1,Information Technology,1 to 50 employees,Company - Private
Alif Realty,-1,-1,-1,-1,"Key Deliverable :

- Build Machine Learning tools to automate processes and reporting

- Enhancing data collection procedures

- Undertake processing, cleansing, and verifying the integrity of data used for analysis

- Automate various reports across Portal

- Apply data mining techniques on various kinds of data and

- Conduct routine predictive analysis

- Perform statistical analysis

- Continuously enhance the user experience and features of reports

- Work closely with Sales & Marketing teams and demonstrate proactiveness at all times

Job Type: Full-time

Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
No",Data Scientist,Noida,-1,-1,-1,-1,-1,-1
"Sulekha
4.0",-1,2004,"Chennai, India",Internet,"A dynamic professional with 8 years of work experience in ERP.
Extensive experience in implementation, customization and production support of ERP systems.
Excellent in interacting with the users in collecting the requirements and Proficient in customizing the requirements to Functional Specifications.",Data Scientist,Chennai,4.0,₹10 to ₹50 billion (INR),-1,Information Technology,1001 to 5000 employees,Company - Private
"Unitforce Technologies Consulting Pvt Ltd
3.5",-1,2003,"Bengaluru, India",IT Services,"We have immediate requirement for Data Scientist
Data Scientist having skills in Python, ML, Statistical modelling,NLP with experience years 5 to 8 years in the respective filed
Interested please share updated CV
00-8.00 Years",Data Scientist,Bengaluru,3.5,Unknown / Non-Applicable,-1,Information Technology,201 to 500 employees,Company - Private
Staffio HR,-1,2015,"Bengaluru, India",Staffing & Outsourcing,"Exp: 3 - 8 years

CTC: 12 - 42 LPA

Preferred: Talents from eComms/Product/BFS

Responsibilities
• Work with a team of high-performing data science professionals, and cross-functional teams to identify business opportunities, optimize product performance or go to market strategy.
• Build data expertise, act like an owner for the company and manage complex data systems for a product or a group of products.
• Performing all of the necessary data transformations to serve products that empower data-driven decision making.
• Establishing efficient design and programming patterns for engineers as well as for non-technical partners.
• Designing, integrating and documenting technical components for data flows or applications that perform analysis at a massive scale.
• Ensuring best practices and standards in our data ecosystem are shared across teams.
• Understand the analytical objectives to make logical recommendations and drive informed actions.
• Engage with internal platform teams to prototype and validate tools developed in-house to derive insight from very large datasets or automate complex algorithms.
• Initiate and drive projects to completion with minimal guidance.
• Contribute to engineering innovations that fuel LinkedIn’s vision and mission.

Basic Qualifications
• Bachelor or higher degree in a quantitative discipline: statistics, operations research, computer science, informatics, engineering, applied mathematics, economics, etc.
• 3+ years relevant industry or relevant academia experience working with large amounts of data
• Experience with SQL/Relational databases
• Experience with manipulating massive-scale structured and unstructured data.
• Experience with distributed data systems such as Hadoop and related technologies (Spark, Presto, Pig, Hive, etc.).
• Background in at least one programming languages (e.g., R, Python, Java, Scala, PHP, JavaScript)
• Experience with data modelling, ETL (Extraction, Transformation & Load) concepts, and patterns for efficient data governance.
• Understanding of technical and functional designs for relational and MPP Databases, Reporting and Data Mining systems.
• Experience working with databases that power APIs for front-end applications.
• Knowledge of Unix and Unix-like systems, git and review board.

Preferred Qualifications
• Masters or Ph.D. degree in a quantitative discipline: statistics, operations research, computer science, informatics, engineering, applied mathematics, economics, etc.
• Bachelors with 10+ years or Masters with 6+ years or Ph.D. with 4+ years of industry experience
• Experience in developing data pipelines using Spark and Hive.
• Experience with either data workflows/modeling, front-end engineering, or back-end engineering.
• Strong communication skills, with the ability to synthesize, simplify and explain complex problems to different audiences.
• Experience in either the front-end or back-end development of data-powered applications.
• Experience working in the product, sales, or marketing analytics domains.
• Experience in data visualization and dashboard design including tools such as Tableau, R visualization packages, D3, and other Javascript libraries, etc.",Data Scientist,Bengaluru,-1,Unknown / Non-Applicable,-1,Business Services,1 to 50 employees,Company - Private
torcai digital media,-1,-1,-1,-1,"Roles and Responsibilities
Understand clients business objectives and strategy to ensure that analysis work is focused on the areas where most value can be added.
Collaborate with stakeholders/ team leaders in order to understand problem statements and design and execute potential solutions.
Mentor team members and ensure fault-free execution of projects / solutions.
Integration of multiple sources of data working on BigData platforms.
Perform Exploratory Data Analysis on large and complex data sets comprising of structured, semi-structured and unstructured data.
Work on multiple unstructured problems to deliver insights/ end-to- end solutions and improve our clients- understanding of their customers using analysis / statistics / machine learning algorithms.
Keep abreast of the latest developments in the data science space across industries for potential uses.

Please mail your CV to career@torcai.com",Data Scientist,Pune,-1,-1,-1,-1,-1,-1
