Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership
"Genpact Limited
3.6",-1,1997,-1,IT Services,"With a startup spirit and 90,000 curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.
Are you the one we are looking for?
Inviting applications for the role of BA, Data Science
In this role, we are looking for a commerce graduate / Postgraduate in Finance with prior data handling experience. In this role, you will be encouraged to work on strict deadlines, in a fast paced business environment while being a standout colleague.
Prior Commercial Analytics in sales / orders reporting / MIS experience in the BPO Industry with Access skills experience will be preferred
Responsibilities
Technical expertise: Provide expertise in Statistics, Mathematical modeling and simulation, Numerical Analysis and Differential Equation
Curiosity: a desire to go beneath the stated client needs and discover and distill a problem down into a very clear set of hypotheses that can be tested.
Cleverness: the ability to look at a problem in different, creative ways.
Should be able to Handle large data sets, Compute and Calculate Sales Incentives with multiple slice and dice of the Sales data.
Should be able to identify automation opportunities, handle customer queries and issues and process log variations, exceptions, output errors for traceability
Ensure client happiness and successful external & internal audits
Qualifications
Minimum qualifications
MBA / M.Sc. Statistics / M.Sc. Operations Research
Meaningful work experience
Preferred qualifications
Relevant work experience in Reporting and handling large data sets and databases
Flexibility to adapt to a variety of engagement types, working hours and work environments and locations
Very good written and verbal communication skills
Proficient in MS Office applications, especially in MS excel, R, Python
Good analytical and problem-solving skills and ability to handle team and client discussions
Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.",Business Analyst,Noida,3.6,$2 to $5 billion (USD),"INR  7,77,871",Information Technology,10000+ Employees,Company - Public
"Ellucian
3.8",-1,1968,-1,IT Services,"About the opportunity

Ellucian is seeking an innovative, collaborative, hands-on individual for the Business Analyst role.

Where you will make an impact
Fast learner who can learn new software solutions, business processes and design techniques quickly and efficiently.
Participate in reviewing user-stories, test plans, designs, etc. and ensure that all processes and standards for applications for Ellucian are followed.
Work with the customer support team to triage on issues reported and ensure that customers get a prompt response for their issues.
Perform preliminary and detailed analysis for integration project, responsible for requirements gathering via use cases and user stories.
Ability to effectively translate the requirements into detailed Agile user stories.
Ability to write requirements in BDD Gherkin format will be an added advantage.
Proactively communicate and collaborate with all stakeholders.
Advocate the team with the requirements that needs to be delivered.
Ability to develop UML/DFD diagrams, business process models and present requirements using visual aids.
Assist with the preparation of project release documents.
What you will bring
Minimum 3-5 years hands on experience on Business Analysis.
Experience of working with multiple teams in a product environment.
Experience in writing Agile user stories.
Experience in higher education domain is an added advantage.
Understanding of Web Services, JSON and XML Object structure is desired.
Ability to use various tools (SQL Developer) to analyze the data and functionalities.
Familiar with agile/scrum ceremonies.
Assisting in testing activities whenever required.
Excellent written and verbal communication skills.
Self-starter and who understands how to effectively deal with ambiguity and with changing priorities.
Knowledge of Agile methodologies.
Knowledge of n-tier architecture and familiarity with Web applications Desired Skills/Knowledge/Experience.
Working knowledge of object-oriented analysis and design concepts and techniques.
Strong analytical skills, effective communication and ability to interact with people at different teams, levels and countries.
Strong focus on quality and delivery excellence.
What makes #Ellucianlife
22 days annual leave plus 11 public holidays
Competitive gratuity policy
Group insurance and Annual health check up plan with a variety of family and wellness benefits.
Thrive Flex Program that allows you to contribute towards your health, financial or learning interests
5 charitable days to support the community that supports us
Diversity and inclusion programs that promote employee resource groups such as: Buzzinga and Lean In Team to name a few.
Parental leave
Employee referral bonuses to encourage the addition of great new people to the team
We Foster a learning culture with:
Education Assistance Program
Professional development opportunities
#LI-NC1

Additional Information:

Req ID: 2315
Hiring Type: Full - Time
Level of Experience: Mid-Career
Remote: No
Travel Required: None",Business Analyst,Bengaluru,3.8,$500 million to $1 billion (USD),"INR  15,18,176",Information Technology,1001 to 5000 Employees,Company - Private
"Comviva Technologies Limited.
3.5",-1,1999,-1,IT Services,"Business Analyst
Gurugram, HR, India


About the company
We are a leading global mobility solutions provider catering to The Business of Tomorrows. We are a subsidiary of Tech Mahindra and a part of the 20.7 billion $ Mahindra Group. Our solutions are deployed by over 130+ mobile service providers and financial institutions in over 95 countries and enrich the lives of over 2 billion people globally to deliver a better future. With 1820 years of experience and 8 product lines, we have seen double-digit growth in the last 3 years. Focusing on financial services, telecoms, and retail verticals, Comviva has been at the forefront in building products that help customers meet their business objectives. With digital and mobility as an underlying theme, we have product lines focusing on financial services and payments, content, data and messaging and analytics. By continuously innovating and building products that cater to the market requirements we have been maintaining a leadership position in many of the product lines

Our portfolio spans across multiple domains:
Mobile Financial Solutions: 130+ deployments, empowering 1 billion+ people globally
Digital Lifestyle Solutions: 65+ deployments globally
Messaging Solutions – 80+ deployments, process 1 trillion messages annually
Consumer Value Management – 40+ deployments across 25+ countries
Mobile Data Solutions – 1 billion hits/day in a single deployment
Business Solutions – 230+ million subscribers catered to in a single deployment
Managed Services
Recent Awards/Recognitions
With 55 awards in three years, near monopoly in 5 countries, featured in the Gartner hype cycles for 4 consecutive years, our leaders addressing at the United Nations are all a testimony of the impact we have in the financial services industry.
We are 2 time GLOMO Award winner
Positioned in Gartner Magic Quadrant on Integrated Revenue and Customer Management for CSPs in 2016 and 2017
Won Africacom awards in 2017 in the ‘Best Mobile Financial Services’ category

About the role

Description

Brief Role Description:


Design end to end solution including Architecture, Computing, Storage, Network, HA, DR for Comviva Applications

Designing architecture, components list, technical proposal in coordination with engineering and client delivery team.

Principal Account-abilities:
Envision, create and drive E2E Architecture and technical solutions for the customers
Interaction with customers for requirements gathering and solutions.
Responsible for providing optimal solution by managing / reducing Total Cost of Ownership.
Technical analysis and Proof of Concept for new product and technologies.
Work closely with Sales and Business development teams
Responding to RFP’s and RFQ’s.
To be aware of the new Technical enhancements - both software & hardware and push for their product testing, in an effort to optimize the solution.
Continuously optimize the solution taking into account the product enhancements by Product Team and Technical enhancements by various OEMs
Experience with design, architecture and development of high volume services
Sound knowledge on large scale distributed systems and visualization experience
Skills & Abilities:
8+ years of experience in solution design. Working in Telecom / Fintech domain is preferred
Should be aware of latest OEM offerings with regards to servers, database software, storage, replication technologies, High Availability, Disaster Recovery and networking equipment like Firewalls, Switches, Load Balancers etc
Should be aware of storage calculation and server / storage configuration Should be aware of cloud infrastructure and cloud deployment architecture. AWS, Oracle Cloud is preferred",Business Analyst,Gurgaon,3.5,$50 to $100 million (USD),"INR  6,99,763",Information Technology,1001 to 5000 Employees,Company - Private
"Flex
3.8",-1,1969,-1,Electrical & Electronic Manufacturing,"*CURRENT EMPLOYEES :
Please click here to be redirected to the internal career site.
Job Description


The business analyst will be involved in the design or modification of business applications. The analyst interacts with the business stakeholders and subject matter experts in order to understand their problems and needs. The analyst gathers, documents, and analyzes business needs and requirements.

We are looking for someone who demonstrates
Intense collaboration
Passionate customer focus
Thoughtful, fast, disciplined execution
Tenacious commitment to continuous improvement
Relentless drive to win
Here is a glimpse of what you will do
Writing detailed functional requirement specifications and articulates business requirements into simpler user stories.
Working with business leads to identify, define, and clarify the scope or issues in terms of systems requirements.
Capture & clarification of business requirements through a range of analysis techniques (data querying, data flow diagrams, gap analysis and work & process flow diagrams).
Ability to run Iteration Planning Meeting to explain requirements to Development Team.
Identify options for potential solutions and assessing them for both technical and business suitability or feasibility.
Hands-on knowledge of PL/SQL for data querying & analysis.
Acting as a proxy product owner with the development teams, facilitating open communication between the business and solution team.
Driving user acceptance criteria with the customer.
Here is some of what you will need (required)
7+ years of experience as business analyst or product manager in a software company.
Excellent interpersonal and communication skills, ability to persuade and influence others, ability to explain technical topics to non-technical people.
Good communication skills (written and verbal).
Experience in at least one E2E Software Implementation.
Basic knowledge on Parts Management or Catalogue Management.
Methodical in work practices, adherence to procedures and documentation is highly required.
Here are few of our preferred Experiences
Basic understanding/knowledge of Agile Scrum Methodology
Knowledge on SQL queries
Knowledge on Electronics Manufacturing would be an added advantage
Here are a few examples of what you will get for the great work you provide
PTO
Health Insurance
DN10

Job Category
ITFlex pays for all costs associated with the application, interview or offer process, a candidate will not be asked for any payment related to these costs.

Flex does not accept unsolicited resumes from headhunters, recruitment agencies or fee based recruitment services. Flex is an Equal Opportunity Employer and employment selection decisions are based on merit, qualifications, and abilities. Flex does not discriminate in employment opportunities or practices based on: age, race, religion, color, sex, national origin, marital status, sexual orientation, gender identity, veteran status, disability, pregnancy status or any other status protected by law. Flex provides reasonable accommodation so that qualified applicants with a disability may participate in the selection process. Please advise us of any accommodations you request to express interest in a position by e-mailing: accesibility@flextronics.com. Please state your request for assistance in your message. Only reasonable accommodation requests related to applying for a specific position within Flex will be reviewed at the e-mail address. Flex will contact you if it is determined that your background is a match to the required skills required for this position. Thank you for considering a career with Flex.

The information we collect:

We may collect personal information that you choose to submit to us through the Website or otherwise provide to us. This may include your contact details; information provided in online questionnaires, feedback forms, or applications for employment; and information you provide such as CV/Resume. Your details will be provided to the entity you are applying for a job with. We will use your information for legitimate business purposes such as responding to comments or queries or answering questions; progressing applications for employment; allowing you to choose to share web content with others or; where you represent one of our customers or suppliers, administering the business relationship with that customer or supplier. We will process your data in accordance with our Recruitment Privacy Notice.

If you have any queries about the processing of your data, please contact:

Global Data Privacy Officer:

Email Address: chiefprivacyofficer@flex.com",Business Analyst,Chennai,3.8,$10+ billion (USD),"INR  3,02,422",Manufacturing,10000+ Employees,Company - Public
"JPMorgan Chase & Co.
3.9",-1,1799,-1,Investment Banking & Asset Management,"JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.",Business Systems Analyst I,Mumbai,3.9,$10+ billion (USD),"INR  16,32,068",Finance,10000+ Employees,Company - Public
"UST Global
4.2",-1,1999,-1,IT Services,"Skill Requirements
•Three plus years of Python/Django/Flash hands-on development experience
•Five plus years of development experience in any programming language
•Must have hands-on functional programming experience
•Should have strong knowledge in programming language concepts
•Should be able to work in Agile development teams
•The ability to adapt quickly to a fast-paced environment
•Team player; with strong interpersonal skills.
•Ability to effectively communicate and share knowledge with contacts at all levels
•Excellent trouble-shooting skills; with the ability to quickly identify and document the root cause of issues; and effectively communicate possible resolutions
•Experience in other web technologies would be advantage",Business Analyst,Kochi,4.2,$1 to $2 billion (USD),"INR  10,78,866",Information Technology,10000+ Employees,Company - Private
"OSTC
3.8",-1,1999,-1,Brokerage Services,"Company Description

We are:

In just over 15 years, OSTC has become one of the leading trading companies in the world. Our success is focused on hiring and developing talented people and helping them to perform to their maximum and fulfil their potential.

We are a trading company, however, unlike many other trading companies, we are continually innovating new products to support our business.

Job Description

The role:

This is an excellent opportunity to join the Market Risk team as Market Risk Analyst reporting to the Head of Market Risk. The team is responsible for monitoring and supporting trading activities of multiple trading locations across the globe.

This role will be working unsociable hours

You will be:
Monitoring trading positions for alerts
Providing support to trading locations
Ensuring that risk management process and policies are followed by all trading staff
Applying limits to trading accounts
Assisting in projects to develop internal risk management applications
Field queries from the trading, finance and clearing brokers
Setting up new contracts in internal systems
Reviewing procedures and process regularly to ensure adherence to internal and regulatory frameworks
Managing daily trade and position reconciliations and ensure all breaks are resolved
Proactively engage and develop relationships with other trading and operations teams
Ensuring all communications reflect OSTC’s core values
Qualifications

Skills Requirement
Be able to work unsociable hours in the office
Fluent English written and verbal
Strong organisation skills and attention to detail
Enthusiastic attitude
Ability to work under pressure and to manage several projects simultaneously
Able to work independently and use own initiative
Educated to degree level or equivalent professional qualification
Advanced excel
Keen interest in the financial markets
Additional Information

We offer:

We are offering a unique opportunity for the right individual to join our business and develop their career in a fast-paced, challenging yet rewarding and supportive environment.
Entrepreneurial culture, flat structure, open-door policy;
Excellent learning and further development opportunities;
Company events (summer parties, charity events, online activities);
Employee Assistance Program (EAP) available 24/7
Take the opportunity:

We have built a company where financial success is tied closely to technical achievement. We are always on the lookout for people who can bring their intellect, enthusiasm, and ability to execute to the team.

We promote a working environment in which diversity is recognised, valued and encouraged. OSTC is an equal opportunities employer, therefore, all appointments and promotions are made on the basis of performance and ability.

Please attach your CV in English.

Terms and conditions:

OSTC Limited is strongly committed to protecting the privacy of your personal information. The OSTC Job Applicant Privacy Notice explains how we treat the information you submit and we collect as a part of the recruitment process. By using the OSTC careers website and submitting your personal information through this site, you agree that OSTC Limited may process your personal information for the purposes described in the OSTC Job Applicant Privacy Notice. OSTC Limited is the data controller for the information you provide through this website",Market Risk Analyst,Mumbai,3.8,$25 to $50 million (USD),"INR  8,85,049",Finance,201 to 500 Employees,Company - Private
"Information Services Group
4.0",-1,2006,-1,Enterprise Software & Network Solutions,"Job Summary and Responsibilities

The Vendor Governance Analyst’s Responsibility Is To;

Ensure that the vendor delivers the deliverables as contractually agreed terms to minimizing risk for the services and products allocated to the business.
Ensure that the contract life cycle is fully managed.
Establish effective governance program that will;
Vendors are in compliance with contract deliverables and obligations

Ensure invoices are processed as per contract norms with accurate and timeliness
Ensure vendor performance are in par with expect service level with accuracy

Principal Responsibilities
Collaborate with internal stakeholders and technology team to ensure process and ISG product (GovernX) are implemented as per right contract structure.
Ensure vendor governance process flow is implemented for all agreed service providers signed under service agreement and Client business requirement
Ensure an operating rhythm is established with appropriate service provided through vendor governance to ensure service are delivered as expected by Client
Be the point of contact for all ISG service & support issues including day to day incident resolution / delivery management
Ensure changes to the vendor contract are administered in line with change management processes and update all governance repositories
Ensure vendor database is maintain and up-to-date in GovernX
Vendor performance to be reviewed, monitored, tracked and reported for their performance using metrics to measure success according to the contract guidelines through Governance tool.
Implementing continuous process and quality improvements within the vendor management program in conjunction with GBS and VMO teams
Ensure processes are in place to review and analyze invoices which are proved according through pricing module.
Coordinates activities between Finance, Business & Vendor to ensure all invoices are raised & paid in accordance with business agreements
Ensure contractual payment terms are enforced, where applicable
Ensure appropriate stakeholders are informed in case of any dispute and manage discrepancy process.
REQUIREMENTS:
Bachelor’s Degree
4-6 years relevant experience in Governance administration/contract administration/ vendor management and operations.
Should have experience in managing outsourced contracts.
Strong relationship building, communication, problem solving and presentation skills
Experience with ServiceNow tools (added value)
Ability to handle conflicting priorities and multiple deadlines
Strong computer skills; proficiency in MS Word, Excel, PowerPoint and Outlook
Must be self-motivated, dynamic and able to work with minimal supervision",Governance - Analyst - Sr Analyst,Bengaluru,4.0,$100 to $500 million (USD),"INR  6,16,189",Information Technology,1001 to 5000 Employees,Company - Public
"Valorem Reply, LLC
3.8",-1,2009,-1,Consulting,"Valorem Reply is seeking an Technical Analyst I with technical ability, strong customer service skills and a desire to learn and help others. In this role you will need to possess the ability to effectively diagnose and resolve technical issues across a wide variety of technology platforms and software applications. The successful candidate will have strong troubleshooting and problem-solving abilities, a passion for providing technical solutions to business problems, and a strong desire to learn and grow. The ability to multi-task and a willingness to work in new systems on a frequent basis will be crucial for success. Additionally, you should be comfortable communicating directly with customers on a regular basis by both written and verbal means.
As a Technical Analyst I, you will work with a team of Technical Analysts to facilitate resolution of complex technical issues reported by customers by applying your deep technical and product expertise combined with customer service skills. You will act as a technical escalation point within the team and will collaborate on cross-team and cross-product technical issues by working with resources from other groups as needed to resolve customer issues. You will work together with the Manager, End-User Services, Lead, Service Management and the other Engineering teams to deliver high quality, optimized delivery of solutions.
Placement Criteria & Requirements
5+ years of Application Support experience
Technical understanding of one or more of the tools and technologies; SQL, PowerShell, Visual Studio, .NET, Azure DevOps
Familiarity with cloud networking concepts, connectivity and tools
Ability to handle and own escalated customer situations from end to end with empathy
Passion for resolving customer issues with a demonstrated sense of accountability and a high degree of customer satisfaction.
Sufficient technical depth to communicate with development and other teams at a peer level, while also being able to assess a customer’s level of technical knowledge and communicate at the appropriate level
Strong written and verbal communication skills suitable for a business-to-business customer facing role
Demonstrated ability to self-organize and prioritize multiple time-sensitive tasks on a daily basis
Interested in learning new technologies, creative, open-minded and a great team player
Adept at task switching to handle varying workload, while meeting tight deadlines
Creativity, capacity and a conviction to innovate and deliver best-in-class solutions
Strong collaboration skills, works well with ambiguity, works well across roles and groups
Ability and willingness to take the initiative to facilitate teamwork and serve the client needs first",Technical Analyst II,Kochi,3.8,$25 to $50 million (USD),INR 20K - INR 59K,Business Services,201 to 500 Employees,Company - Private
"JPMorgan Chase & Co.
3.9",-1,1799,-1,Investment Banking & Asset Management,"• Ability to work with Global stakeholders in understanding the requirements, work with technology and project management functions to come up with multiple solutions and arrive at the right solution

• Analysis & documentation of functional and non-functional business requirements, process modeling, validation of technical deliverables to meet those requirements and strategy to test code developed.

• Ability to evolve into an SME in application domain and be the SPOC for providing business solutions to global stakeholders

• A strong understanding of tools and processes

• A good understanding of agile methodologies and capturing requirements for EPICs and Stories. Knowledge of JIRA is desirable

• Good knowledge of Business Process Modeling and analysis techniques like Use Case Models, detailed Use Cases, Activity Diagrams, State Diagrams and Logical design Models.

• Understanding of BDD model is desirable with ability to write Gherkin files in cucumber

• Basic SQL skills for investigationsJPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.",Business Analysis - Associate,Hyderabad,3.9,$10+ billion (USD),"INR  16,32,068",Finance,10000+ Employees,Company - Public
"Deutsche Bank AG
3.5",-1,1870,-1,Banks & Credit Unions,"Job Description:


Job Title Associate – Business Analyst

Location Pune

Corporate Title Associate

The key objective of Functional Analyst role is to bridge the gap between the stakeholder needs and the technical delivery team and to help successfully deliver projects in an agile manner. The Functional Analyst will be heavily involved at all stages of the software delivery lifecycle from initial scoping and planning exercises through to the detailed analysis and collaboration with the IT team to deliver working software.

The Functional Analyst will be required to work effectively with the Product Owners, Operations, other Business and Functional Analysts within PBO / Reference Data teams to successfully deliver the projects.

The role requires an enthusiastic, pragmatic self-starter who wants to solve problems by delivering quality and cost-effective solutions through the employment of excellent business analysis techniques and functional domain knowledge

What we’ll offer you

A healthy, engaged and well-supported workforce are better equipped to do their best work and, more importantly, enjoy their lives inside and outside the workplace. That’s why we are committed to providing an environment with your development and wellbeing at its centre.

Your key responsibilities
Defining business use cases, converting them in functional user stories granular enough for development team to work on.
Capturing, articulating and documenting requirements
Maintaining and managing the product backlog to ensure priorities are agreed and clear with Stakeholders
Assisting and coordinating QA and UAT testing
Pro-active in identifying effective solutions to business problems
Acting as the voice of the client throughout the development process
Liaising with all parties involved (Dev Team, Operations and other stakeholders) to ensure successful delivery
Ensuring agreed analysis deliverables are prepared according to deadline of the projects
Mediating and resolving issues as and when they arise
Identifying areas where we can improve the analysis and delivery capabilities of the wider team
Your skills and experience
Outstanding analysis skills comprising demonstrable experience of all aspects of analysis such as business process modelling, user story writing, data modelling, UML.
Experience in stakeholder management and building excellent professional relationships
Knowledge of SDLC tools JAMA / JIRA / ALM
Comfortable in writing SQL queries for data analysis
Well versed with Automation Test cases writing (Gherkins)
Experience of working with an agile methodology with knowledge of facilitating all ceremonies
Expert in coordinating with various teams during various SDLC phases and DevOps activities
Experience in identifying and documenting client technical needs, internal structures, procedures, workflows and systems
Earlier Reference Data / Financial Domain experience is a plus
Beneficial to have understanding of financial products
Comfortable working within a full project life cycle from initiation through to delivery
Experience in working with remote client and vendor resources
How we’ll support you
Training and development to help you excel in your career
Flexible working to assist you balance your personal priorities
A culture of continuous learning to aid progression
A range of flexible benefits that you can tailor to suit your needs
About us and our teams

Deutsche Bank is the leading German bank with strong European roots and a global network. Click here to see what we do.

Our values define the working environment we strive to create – diverse, supportive and welcoming of different views. We embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. We build talented and diverse teams to drive business results and encourage our people to develop to their full potential. Talk to us about flexible work arrangements and other initiatives we offer.

We promote good working relationships and encourage high standards of conduct and work performance. We welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.

Click here to find out more about our diversity and inclusion policy and initiatives.",Associate – Business Analyst,Pune,3.5,$10+ billion (USD),"INR  17,08,991",Finance,10000+ Employees,Company - Public
"Punchh
4.2",-1,2010,-1,Enterprise Software & Network Solutions,"Punchh creates the consistent, modern experiences consumers expect by bringing the power of identity resolution into physical retail. Punchh is the leader in delivering one-to-one customer engagement and loyalty beyond mobile devices for a consistent brand experience through every channel. The Punchh Loyalty and Engagement Platform, powered through artificial intelligence, guides consumers through their lifecycle from first-time customer to superfan, building meaningful relationships and dramatically increasing lifetime customer value. Nearly 200 global enterprise brands rely on Punchh to grow revenue by building customer relationships. The company is based in Silicon Valley, California with a second US office in Austin, TX and global offices across Canada, India, the United Kingdom, and Singapore.

Punchh, Jaipur is looking out for a Data Analyst, who will take ownership of data analytics activities and work closely with end users (both internal and external clients) to translate requirements into data-driven applications and data visualization solutions (e.g. reporting and dashboards)

Total and Relevant Experience Required: 2+ years

Job Location: Jaipur

Key Responsibilities:
Participate in client calls with senior executives who are based in different geography and hence different time zone to understand business needs and define reporting solutions
Work with the CS managers to develop an insightful analytics report for our clients. Make actionable business recommendations. Define performance measurement / KPI / recurring reports.
Be One of the key owners of the quarterly business review process that highlight the relevant business opportunities.
Be a key liaison between the data and CS teams to:
Address and resolve data requests.
Ensure high quality of our data warehouse.
Represent the company's expertise in advanced analytics in a variety of media outlets such as client interactions, conferences, blogs, and interviews.
Skillset Required
Relevant experience in analytics
Advanced degree in Data technology, business, economics, statistics or other related fields, with a strong interest in marketing technology.
Expertise in creating analytics dashboards using such as Tableau (preferably), Power BI, etc from various data sources.
Strong knowledge of and experience with databases (SQL, Redshift, Snowflake, etc.)
Self-starter, with a keen interest in technology and highly motivated towards success
Must be proactive and be prepared to address meeting in different time zones.
Good to have skillset: R, Python, Tableau Server, Big Data Tools like Databricks, Spark",Data Analyst,Jaipur,4.2,$50 to $100 million (USD),"INR  6,18,615",Information Technology,201 to 500 Employees,Company - Private
"Infionic Inc.
3.3",-1,-1,-1,-1,"Designation: Business Analyst

Job Function : Project Delivery

Openings: 5

Location: Hyderabad

Purpose Of Hirring

We are seeking a talented, motivated and highly skilled Business Analyst, with good experience in gathering and documenting requirements. He / She should have had prior experience in conducting requirements gathering sessions and managing customer expectations. He / She should have had prior experience in working on projects related to building Rich Internet Applications with engaging user interfaces. The candidate should have excellent analytical and communication skills. The candidate must be a demonstrated results producer - with the ability to succeed within a disciplined, high-productivity, low-overhead development process - and have the drive and motivation to rapidly deliver high quality results.

The business analyst will work closely with our customers to understand their business processes, requirements and translate them into software requirements. Specifically, we are seeking for someone with prior experience in Requirements gathering & documentation, QA and training tasks.

Specifically job responsibilities include:

· Conduct client meetings and must be able to work/communicate with clients/stakeholders to enclose and interpret business requirements

· Gather requirements from the client & prepare comprehensive document requirements specifications covering all the requirements and clients expectations.

· Deliver informative, well-organized presentations and understand how to communicate difficult/sensitive information tactfully.

· Communicate effectively with clients to identify needs and evaluate alternative business solutions

· Support client testing efforts and ensures issues are identified, tracked, reported on and resolved in a timely manner.

· Work with client personnel to identify required changes and communicate needed changes to development team.

· Assist the team in any issue clarification required from business

· Assists in the facilitation of team and client meetings

· Good understanding of software development life cycle

· Analyze and suggest areas for cost control and reduction and develop business process flows

· Assist Project Manager in execution of project schedules and deadlines.

SKILLS /QUALIFICATIONS

· Software Design, Software Documentation, Software Development Process, Software Requirements, Analyzing Information.

· Problem solving and analytical skills.

· Understanding of system engineering concepts and Software Maintenance.

· Must have excellent and effective oral and written English communication skills to speak with both technical and non-technical personnel.

· He/ she must be proactive, enthusiastic and great team player

· He /she should have aptitude to learn new domains.

· Minimum 2-5 years’ experience as Business Analyst preferably in IT industry

· Preferably Erp Domain experience

· Preferably Any tools like visio,Axure etc

· University Masters in Business Administration.",Business Analyst,Hyderabad,3.3,Less than $1 million (USD),INR 229K - INR 528K,-1,51 to 200 Employees,Company - Private
"Macquarie Group Limited
3.8",-1,1969,-1,Investment Banking & Asset Management,"Executive, Business Analyst


Gurugram

Apply now

Refer someone

In this role, you’ll collaborate with both internal and external stakeholders to ensure that the change management framework and governance procedures are adhered to and continually improved to ensure the effective management of various projects and initiatives

Your responsibilities will include gathering and documenting requirements, designing business processes, aligning solutions to business objectives and supporting the delivery of the change through the project lifecycle. You’ll also be required to establish and maintain strong communication channels across all project streams, subject matter experts, vendors and technology delivery teams.

You’ll be responsible for reviewing and managing business test lifecycles from user acceptance to post implementation, as well as identifying and resolving risks and issues impacting your workstreams, project inter-dependencies, capturing lessons learnt and sharing them with other businesses and stakeholders.

You’ll be required to collaborate with other business analysts and project managers globally to assist with the development and management of project plans to ensure successful completion. You’ll also execute specific tasks as needed on project initiatives, ensure SLA/KPIs of the functions are accurately documented, as well as report and present on the progress and status of initiatives to project teams.

To be successful in this role, you’ll have a postgraduate degree in any discipline (a certification in Business Analytics will be advantageous), as well as overall post-qualification experience of 4-6 years with 3+ years of experience working on mid-large scale projects within a financial institution, preferably as a business analyst. You’ll demonstrate proven technical and analytical skills backed by strong attention to detail, sound judgement and decision-making skills, as well as strong written and verbal communication skills. You’ll also demonstrate the ability to effectively prioritise work and deliver to tight deadlines under pressure, as well as a strong sense of accountability and an innovative mindset with a focus on improving processes to enhance efficiencies.

You’ll have strong interpersonal skills that allow you to effectively build relationships and engage with project stakeholders and subject matter experts on detailed requirements on business process design. You’ll demonstrate strong Microsoft Office skills including; advanced Excel, PowerPoint, Access, Power BI, Project and Word, and will demonstrate a solid understanding of network, databases and other technologies. You’ll have sound knowledge of the financial services and banking industries and shared services operating models, as well as a willingness and flexibility to work in different time zones to support business priorities.

PMP and LEAN Six Sigma certifications will be advantageous.

If this sounds like the right opportunity to further your career, apply online now.

About Macquarie Asset Management

Macquarie Asset Management is a large scale, global asset manager, providing clients with access to a diverse range of capabilities and products across infrastructure, real estate, natural resources, private credit, fixed income, equities, multi-asset and liquid alternatives. As at 31 March 2020, Macquarie Asset Management has $A606.9 billion of assets under management.

Our commitment to Diversity and Inclusion

Macquarie understands the importance of diversity and inclusion - our long history of success has come from being different. At Macquarie we value the innovation and creativity that diversity of thought brings. The one thing we all have in common is our focus on high performance. If you're capable, motivated and can deliver, we want you on our team.

We recognise that flexibility comes in a variety of forms. Talk to us about what flexibility you need.","Executive, Business Analyst",Gurgaon,3.8,$5 to $10 billion (USD),"INR  14,24,148",Finance,10000+ Employees,Company - Public
